sent_id,doc_id,sent_index,date,speaker,sentence
5-84,5,84,2022-10-14,Christopher J. Waller,"This is different than an intermediated U.S. CBDC, for which access in developing economies would depend on banks' incentives to provide such access."
5-85,5,85,2022-10-14,Christopher J. Waller,"Stablecoins, however, may be held directly in any country that allows its citizens to do so."
5-86,5,86,2022-10-14,Christopher J. Waller,"To improve payments, especially for jurisdictions that are not well served under the current global payments ecosystem, stablecoins must be risk-managed and subject to a robust supervisory and regulatory framework."
5-87,5,87,2022-10-14,Christopher J. Waller,Could such an asset affect the role of the U.S. dollar?
5-88,5,88,2022-10-14,Christopher J. Waller,"Once again, I am unsure whether even a large issuance of a stablecoin could have anything more than a marginal effect."
5-89,5,89,2022-10-14,Christopher J. Waller,It has often been suggested by commentators that private money-like instruments such as stablecoins threaten the effectiveness of monetary policy.
5-90,5,90,2022-10-14,Christopher J. Waller,"I don't believe that to be the case, and it should be noted that nearly all the major stablecoins to date are denominated in dollars, and therefore U.S. monetary policy should affect the decision to hold stablecoins similar to the decision to hold currency."
5-91,5,91,2022-10-14,Christopher J. Waller,This follows from a vast body of evidence in international economics showing how countries pegging their exchange rates effectively import monetary policy from the country to which their currency is pegged.
5-92,5,92,2022-10-14,Christopher J. Waller,"Also, because stablecoins are pegged to the dollar, they may increase rather than reduce the primacy of the dollar abroad, since demand for stablecoins increases demand for dollar-denominated reserve assets held by the stablecoin issuer."
5-93,5,93,2022-10-14,Christopher J. Waller,"Conclusion The ongoing debate over the risks and benefits of a CBDC is important, and I am happy to continue to engage with both advocates and skeptics of CBDCs."
5-94,5,94,2022-10-14,Christopher J. Waller,"But, for the reasons I have laid out, I don't think there are implications here for the role of the United States in the global economy and financial system."
5-95,5,95,2022-10-14,Christopher J. Waller,"We should instead focus and debate the salient CBDC-related topics, like its effects on financial stability, payment system improvements, and financial inclusion."
5-96,5,96,2022-10-14,Christopher J. Waller,Thank you again for having me to participate in this fantastic event.
6-0,6,0,2023-04-18,Michelle W. Bowman,"It is a pleasure to be with you today to discuss the evolving money and payments landscape in the United States, which is a topic of primary importance to the Federal Reserve."
6-1,6,1,2023-04-18,Michelle W. Bowman,"Technological innovation has changed this landscape in recent years, as we have seen the emergence of new financial services entrants offering payments services, new platforms designed to increase the speed of payments, clearing, and settlement, and new forms of digital money."
6-2,6,2,2023-04-18,Michelle W. Bowman,"Over the past several years, and as a direct result of these developments, we have seen a significant increase in attention on central bank digital currencies (CBDCs) from central banks around the world in addition to a great deal of international and domestic engagement on CBDC."
6-3,6,3,2023-04-18,Michelle W. Bowman,A number of central banks have taken steps to begin exploring the potential uses of a CBDC in their home countries.
6-4,6,4,2023-04-18,Michelle W. Bowman,A very small number have adopted a CBDC for their local jurisdictions.
6-5,6,5,2023-04-18,Michelle W. Bowman,"And of course, discussions of the purpose, design, and potential risks of a U.S. CBDC, and technical research about key design elements, continue here in the United States."
6-6,6,6,2023-04-18,Michelle W. Bowman,"While the Federal Reserve plays an important role in these ongoing discussions and technical research, the Fed would not implement a U.S. CBDC without the approval of Congress."
6-7,6,7,2023-04-18,Michelle W. Bowman,"In broad terms, a CBDC is simply a new form of digital liability of a central bank."
6-8,6,8,2023-04-18,Michelle W. Bowman,"Because it is issued by a central bank, CBDC is typically thought of as being denominated in the currency of that central bank."
6-9,6,9,2023-04-18,Michelle W. Bowman,"One could imagine a digital U.S. dollar, a digital euro, or a digital pound."
6-10,6,10,2023-04-18,Michelle W. Bowman,"Beyond this baseline definition though, ""what is a CBDC"" defies a simple definition."
6-11,6,11,2023-04-18,Michelle W. Bowman,"A CBDC built on distributed ledger technology offers a wide range of design and potential use options, as well as potential risks."
6-12,6,12,2023-04-18,Michelle W. Bowman,This variability complicates any discussion of a CBDC simply because we may not be talking about the same thing.
6-13,6,13,2023-04-18,Michelle W. Bowman,There are two threshold questions that a policymaker needs to ask before any decision to move forward with a CBDC.
6-14,6,14,2023-04-18,Michelle W. Bowman,"First, what problem is the policymaker trying to solve, and is a CBDC a potential solution?"
6-15,6,15,2023-04-18,Michelle W. Bowman,"Second, what features and considerations--including unintended consequences--may a policymaker want to consider in deciding to design and adopt a CBDC?"
6-16,6,16,2023-04-18,Michelle W. Bowman,"While it would be impossible for me to provide a comprehensive analysis of every issue surrounding CBDC, my goal today is to offer a perspective on these two threshold questions and to conclude with some thoughts about the imperative for future research on CBDCs and the potential future of CBDCs in the United States."
6-17,6,17,2023-04-18,Michelle W. Bowman,What Problem Could a CBDC Solve?
6-18,6,18,2023-04-18,Michelle W. Bowman,"In my view, the fundamental question is: what problem could a CBDC solve?"
6-19,6,19,2023-04-18,Michelle W. Bowman,CBDC and the Payment System One issue being examined is whether a CBDC or even broader forms of digital money could make the payment system more efficient.
6-20,6,20,2023-04-18,Michelle W. Bowman,Do these new technologies present opportunities to increase the speed of payments and/or lower costs and frictions within the payment system?
6-21,6,21,2023-04-18,Michelle W. Bowman,"Of course, this question takes place in the context of the payments infrastructure in each jurisdiction, both for domestic payments and for cross-border payments."
6-22,6,22,2023-04-18,Michelle W. Bowman,Many countries have launched faster payment systems and continue to investigate how central banks can support these payment systems.
6-23,6,23,2023-04-18,Michelle W. Bowman,"We have seen a wide range of motivations for this work, including addressing specific inefficiencies in the payment system, providing a CBDC if cash use were to decline, or promoting broader private-sector innovation for future generations of payments."
6-24,6,24,2023-04-18,Michelle W. Bowman,"Improving the speed of payments, particularly retail payments, can be accomplished without the introduction of a CBDC."
6-25,6,25,2023-04-18,Michelle W. Bowman,"In the United States, beginning later this year, the Federal Reserve's FedNowSM Service will enable banks in the United States to offer their customers the ability to send and receive payments in real-time."
6-26,6,26,2023-04-18,Michelle W. Bowman,Policymakers have also raised other arguments for why a CBDC may be suitable in their home countries.
6-27,6,27,2023-04-18,Michelle W. Bowman,Some have argued that a CBDC would facilitate large-value transactions between financial institutions.
6-28,6,28,2023-04-18,Michelle W. Bowman,Others see CBDC as a vehicle to improve upon international payments.
6-29,6,29,2023-04-18,Michelle W. Bowman,"And still others view CBDCs as necessary to preserve the role of central bank money as a stabilizing force in the payments system and to safeguard monetary sovereignty, or to ensure that digital money has a high degree of safety and uniformity to promote innovation and competition."
6-30,6,30,2023-04-18,Michelle W. Bowman,"CBDC and Financial Inclusion Another issue that some have raised is whether innovation in money and payments, including a potential U.S. CBDC, could improve financial inclusion."
6-31,6,31,2023-04-18,Michelle W. Bowman,"We can all agree that financial inclusion is an important goal when considering improvements in access to financial services, banking, and the payment system."
6-32,6,32,2023-04-18,Michelle W. Bowman,"However, in the United States today, over 95 percent of households have a least one member of the household with a banking relationship holding a checking or savings account."
6-33,6,33,2023-04-18,Michelle W. Bowman,"Of the remaining 4.5 percent who are not banked, nearly three-quarters have no interest in having a bank account, and approximately one-third cited a lack of trust in banks as the reason for not having a bank account."
6-34,6,34,2023-04-18,Michelle W. Bowman,I think it is unlikely that this group would find the government somehow more trustworthy than highly regulated banks.
6-35,6,35,2023-04-18,Michelle W. Bowman,"Unbanked households are also less likely to own mobile phones or have access to the internet, which would present barriers to CBDC adoption."
6-36,6,36,2023-04-18,Michelle W. Bowman,"While there has been important research on these barriers to adoption, including consumer attitudes and technology requirements, policymakers also need to consider whether there are other means to improve financial inclusion, such as alternatives for making the distribution of government benefits more efficient and effective like promoting financial literacy."
6-37,6,37,2023-04-18,Michelle W. Bowman,"CBDC for Implementation of Policy Objectives Another issue is whether the government should use new technologies, including a potential CBDC, to accomplish a variety of policy objectives beyond those directly related to the operating of an efficient and safe financial system."
6-38,6,38,2023-04-18,Michelle W. Bowman,"Imagine a scenario in which fiscal spending, in the form of government benefits or payments, could be transferred via CBDC and could include a limited timeframe in which they could be spent before expiring."
6-39,6,39,2023-04-18,Michelle W. Bowman,Enabling this type of limit through a CBDC would stand in stark contrast to the flexibility and freedom embedded in physical currency or bank deposits and could serve to control or even harm consumers and businesses.
6-40,6,40,2023-04-18,Michelle W. Bowman,"There is also a risk that this type of control could lead to the politicization of the payments system and at its heart, how money is used."
6-41,6,41,2023-04-18,Michelle W. Bowman,"A CBDC that permitted this type of control not only has the potential to allow the government to limit certain types of private spending or limit access to banking accounts, it could also threaten the Federal Reserve's independence."
6-42,6,42,2023-04-18,Michelle W. Bowman,"The Efficiency and Speed of the Payments System CBDCs are often discussed in the context of providing fast or instant payments for a variety of transactions, whether consumer-to-business or person-to-person transactions."
6-43,6,43,2023-04-18,Michelle W. Bowman,"As I previously noted, the introduction of the FedNow Service in the United States and other instant payments platforms globally leads me to ask: What could a CBDC accomplish, if anything, over and above what instant payments platforms alone can accomplish?"
6-44,6,44,2023-04-18,Michelle W. Bowman,"There are potential use cases in the context of certain interbank transactions in wholesale markets, where some transactions are slow and heavily resource-intensive to clear and settle."
6-45,6,45,2023-04-18,Michelle W. Bowman,Participants in the wholesale financial markets have been considering innovative ways to address these frictions with newer technologies such as distributed ledger technology in which shared information across counterparties could be leveraged to increase speed and reduce back-office costs to reconcile transactions before they settle.
6-46,6,46,2023-04-18,Michelle W. Bowman,"In the public debate about CBDC, some have argued that the introduction of a wholesale version of a CBDC could fully unlock the benefits of these newer technologies for these financial market use cases."
6-47,6,47,2023-04-18,Michelle W. Bowman,"Similar to the questions noted for a retail level CBDC, policymakers must carefully consider the wholesale use cases, including whether there is added value of a wholesale version of CBDC in supporting new infrastructure to financial transactions over and above existing methods."
6-48,6,48,2023-04-18,Michelle W. Bowman,"Cross-Border Activities In the international context, frictions and high costs are pain points often associated with cross-border payments."
6-49,6,49,2023-04-18,Michelle W. Bowman,"Many policymakers have discussed whether CBDCs could play a role in streamlining cross-border payments by using new technologies, introducing simplified distribution channels, and creating additional opportunities for cross-jurisdictional collaboration and interoperability."
6-50,6,50,2023-04-18,Michelle W. Bowman,"Of course, these opportunities may be limited by the regulatory and legal safeguards in place for payments between countries with different legal structures, including customer identification, customer due diligence, and sanctions screening for compliance with regulations and policies for Bank Secrecy Act/Anti-Money Laundering (BSA/AML)."
6-51,6,51,2023-04-18,Michelle W. Bowman,These competing priorities are challenging to reconcile.
6-52,6,52,2023-04-18,Michelle W. Bowman,"While cross-border payments are among the slowest and least efficient, they also raise substantial legal and regulatory compliance concerns that would apply equally to CBDCs."
6-53,6,53,2023-04-18,Michelle W. Bowman,International Role of the U.S. Dollar Another consideration is whether a CBDC (or lack of it) would affect the role of the U.S. dollar in international trade.
6-54,6,54,2023-04-18,Michelle W. Bowman,"In my view, the dollar serves this role because of the size of the U.S. economy, its deep and liquid financial markets, the strength of U.S. institutions, and its commitment to the rule of law."
6-55,6,55,2023-04-18,Michelle W. Bowman,"A CBDC, or lack of it, may not meaningfully change the existing incentives for people, firms, or countries to conduct business in the dollar."
6-56,6,56,2023-04-18,Michelle W. Bowman,"Therefore, maintenance of the dollar as a reserve global currency will require broad policies that foster economic growth, liquid markets, and an unwavering commitment to the rule of law."
6-57,6,57,2023-04-18,Michelle W. Bowman,And we should have an imperative to research and experiment with new technological innovation.
6-58,6,58,2023-04-18,Michelle W. Bowman,I will say more on that shortly.
6-59,6,59,2023-04-18,Michelle W. Bowman,"Declining Cash Use and CBDC In jurisdictions that have not adopted a CBDC, cash is generally the only central bank money available to the public, and it remains an important and popular means of payment."
6-60,6,60,2023-04-18,Michelle W. Bowman,"In some countries, however, digital payments have rapidly supplanted the use of cash."
6-61,6,61,2023-04-18,Michelle W. Bowman,"As a result of this trend, many central banks have cited the importance of access to central bank money by the general public as a potential reason to issue a CBDC."
6-62,6,62,2023-04-18,Michelle W. Bowman,"For example, Sir Jon Cunliffe of the United Kingdom examined the central role money plays in social and economic stability and concluded that, because private money has been replacing the use of government money over time, at some point ""a retail, general purpose digital currency …will be needed in the U.K."" Because the Federal Reserve is committed to ensuring the continued safety and availability of cash, a CBDC could be considered as a means to expand safe payment options, not to reduce or replace them."
6-63,6,63,2023-04-18,Michelle W. Bowman,"So, an important issue for us to consider would be whether a CBDC could provide the public with a more attractive alternative to cash in a world that may be shifting away from cash-based payments."
6-64,6,64,2023-04-18,Michelle W. Bowman,"In probing this question, we need to also consider the privacy implications, and whether a CBDC would be a better alternative than private-sector solutions."
6-65,6,65,2023-04-18,Michelle W. Bowman,"Stablecoins and CBDC Some new private forms of money, often referred to as stablecoins, have emerged mainly to support trading in the crypto-asset ecosystem both as a means of payment and as a store of value."
6-66,6,66,2023-04-18,Michelle W. Bowman,"These stablecoins, which purport to have convertibility one-for-one with the dollar, have also been discussed as an alternative to traditional payments."
6-67,6,67,2023-04-18,Michelle W. Bowman,"However, stablecoins are less secure, less stable, and less regulated than traditional forms of money."
6-68,6,68,2023-04-18,Michelle W. Bowman,and their structures and frameworks are opaque.
6-69,6,69,2023-04-18,Michelle W. Bowman,"To the extent stablecoins become widely used in day-to-day payments, these features could raise significant concerns."
6-70,6,70,2023-04-18,Michelle W. Bowman,"Of course, issuing a CBDC has been discussed as a potential alternative to stablecoins that could address some of these shortcomings."
6-71,6,71,2023-04-18,Michelle W. Bowman,It is also possible that Congress could pass legislation to strengthen the regulation and oversight of stablecoins to mitigate some of these issues.
6-72,6,72,2023-04-18,Michelle W. Bowman,I will be following developments in Congress closely on this and other digital assets.
6-73,6,73,2023-04-18,Michelle W. Bowman,"Regardless, it is important for us to continue to evaluate the evolving landscape of digital assets and understand whether and how well-regulated stablecoins or a CBDC would interact with each other and with the broader payments system."
6-74,6,74,2023-04-18,Michelle W. Bowman,"Design Features and Policy Considerations The Fed's ongoing exploratory work helps us to think critically about a future shaped by innovations in payments and the broader economy, including instant payments and new potential forms of money and payment systems like CBDCs and other digital assets that could potentially play a larger role in the economy."
6-75,6,75,2023-04-18,Michelle W. Bowman,"While the investigation of CBDC raises many policy questions, for the purposes of today's discussion I will focus on a few key areas that are important from my perspective."
6-76,6,76,2023-04-18,Michelle W. Bowman,"Privacy Considerations As we consider these potential opportunities for improvements and innovation, we must also note that the introduction of a CBDC could present significant risks, challenges, and tradeoffs."
6-77,6,77,2023-04-18,Michelle W. Bowman,"First, in my view safeguarding privacy is a top concern and is also often identified as a top concern of consumers and other stakeholders."
6-78,6,78,2023-04-18,Michelle W. Bowman,"As a baseline, we need to think about how to protect the privacy of consumers and businesses, while also establishing an appropriate level of transparency that would deter criminal activity."
6-79,6,79,2023-04-18,Michelle W. Bowman,We must ensure that consumer data privacy protections embedded in today's payment systems continue and are extended into future systems.
6-80,6,80,2023-04-18,Michelle W. Bowman,"In thinking about the implications of CBDC and privacy, we must also consider the central role that money plays in our daily lives, and the risk that a CBDC would provide not only a window into, but potentially an impediment to, the freedom Americans enjoy in choosing how money and resources are used and invested."
6-81,6,81,2023-04-18,Michelle W. Bowman,"So, a central consideration must be how a potential U.S. CBDC could incorporate privacy considerations into its design, and what technology and policy options could support a robust privacy framework."
6-82,6,82,2023-04-18,Michelle W. Bowman,"The issue of privacy may be less difficult to address in the case of wholesale use cases, in which a CBDC would only be used by traditional financial institutions to conduct a limited range of financial market transactions."
6-83,6,83,2023-04-18,Michelle W. Bowman,"As with many of these considerations, the purpose and intended function of a CBDC has a major impact on its policy and design considerations."
6-84,6,84,2023-04-18,Michelle W. Bowman,"Interoperability and Innovation Relatedly, one possible way to design a CBDC could be to focus on providing a foundational layer on top of which banks and other eligible institutions could build their own technology."
6-85,6,85,2023-04-18,Michelle W. Bowman,"In such an intermediated model, banks and other eligible institutions would build technology on top of a CBDC that could be offered to retail consumers and others to provide products and services that may not be available today."
6-86,6,86,2023-04-18,Michelle W. Bowman,It would be important to understand how such a layer would connect or interact with existing and new payments infrastructures.
6-87,6,87,2023-04-18,Michelle W. Bowman,It is useful to consider what types of innovations this could encourage.
6-88,6,88,2023-04-18,Michelle W. Bowman,"Some of the research on the design and functionality of CBDCs contemplates things like increased programmability--allowing the efficient transfer of money through the use of so-called smart contracts--that could improve upon existing, regulated forms of money and payments."
6-89,6,89,2023-04-18,Michelle W. Bowman,"These are important questions worth exploring, but they link back to the identification of ""problems"" that a CBDC would be designed to solve."
6-90,6,90,2023-04-18,Michelle W. Bowman,Unintended Effects on the U.S. Banking System It is also necessary to consider the potential impacts of a CBDC on the banking sector.
6-91,6,91,2023-04-18,Michelle W. Bowman,"Today's banking system delivers important benefits to our economy and, as I noted earlier, is continuing to evolve through innovations, like the improved availability of instant payments already discussed."
6-92,6,92,2023-04-18,Michelle W. Bowman,There are significant risks in adopting a CBDC that cannibalizes rather than complements the U.S. banking system.
6-93,6,93,2023-04-18,Michelle W. Bowman,"The U.S. banking system is a mature, well-functioning, effective and efficient system."
6-94,6,94,2023-04-18,Michelle W. Bowman,Banks provide consumers access to credit and other banking and payments services.
6-95,6,95,2023-04-18,Michelle W. Bowman,"Banks also support important public policies, including reporting on suspicious or criminal activity through their BSA/AML compliance and reporting."
6-96,6,96,2023-04-18,Michelle W. Bowman,"More importantly, banks play an essential role in the transmission of monetary policy and supporting a well-functioning economy and financial system."
6-97,6,97,2023-04-18,Michelle W. Bowman,"If the Federal Reserve were to be authorized and directed to implement a U.S. CBDC, we would need to carefully consider how an intermediated CBDC, with private-sector service providers, could be designed in a way that maintains financial institution involvement and minimizes disruptions to the financial system."
6-98,6,98,2023-04-18,Michelle W. Bowman,"A CBDC, if not properly designed, could disrupt the banking system and lead to disintermediation, potentially harming consumers and businesses, and could present broader financial stability risks."
6-99,6,99,2023-04-18,Michelle W. Bowman,Consider the consequences of a CBDC that pays interest at comparable or better rates than commercial bank deposits and other low-risk assets.
6-100,6,100,2023-04-18,Michelle W. Bowman,It seems likely that such a CBDC would reduce the funds available to lend and increase the cost of capital across the economy.
6-101,6,101,2023-04-18,Michelle W. Bowman,"Likewise, we need to consider the effect on bank stability, and the potential of even more rapid bank runs, in a world where there are fewer constraints on the volume and velocity of payments."
6-102,6,102,2023-04-18,Michelle W. Bowman,The ongoing demand for private and public options to facilitate instant payments may exacerbate these concerns.
6-103,6,103,2023-04-18,Michelle W. Bowman,These are exactly the types of issues that policymakers must confront.
6-104,6,104,2023-04-18,Michelle W. Bowman,It would be irresponsible to undermine the traditional banking system by introducing a CBDC without appropriate guardrails to mitigate these potential impacts on the banking sector and the financial system.
6-105,6,105,2023-04-18,Michelle W. Bowman,The Imperative of Continuing Research The Federal Reserve's work continues to explore an array of CBDC design choices and the challenging consideration of policy tradeoffs that this multitude of choices presents.
6-106,6,106,2023-04-18,Michelle W. Bowman,It is imperative that each of these tradeoffs is carefully evaluated and thoroughly understood.
6-107,6,107,2023-04-18,Michelle W. Bowman,"Where opportunities for improvements may exist, we should ask whether a U.S. CBDC is the most efficient and effective means to make such improvements, or are there better alternatives, such as enhancements to current payment infrastructures?"
6-108,6,108,2023-04-18,Michelle W. Bowman,"Apart from focusing on payments alone, it is also worth considering whether other policies would more effectively target financial inclusion, including policies that are beyond the remit of the Federal Reserve."
6-109,6,109,2023-04-18,Michelle W. Bowman,"And in the absence of a CBDC, some of these risks I noted may still exist as the private sector continues to innovate, including the risk of substitution from commercial bank deposits to digital wallets, and the migration to less regulated digital assets, including stablecoins."
6-110,6,110,2023-04-18,Michelle W. Bowman,"With such significant potential opportunities, risks, and tradeoffs, it is essential that the Federal Reserve continue to thoroughly research and engage with stakeholders to further understand these issues."
6-111,6,111,2023-04-18,Michelle W. Bowman,"Future decisions about the implementation of technology innovations in money and payments, including a potential U.S. CBDC, must be informed by a deep and thorough understanding of potential intended and unintended consequences, as well as understanding whether a CBDC would be the most effective and efficient means to improve the payment system and address identified problems."
6-112,6,112,2023-04-18,Michelle W. Bowman,"The Federal Reserve has continued its independent research and technical experimentation on digital innovations, including digital assets and CBDC."
6-113,6,113,2023-04-18,Michelle W. Bowman,"Specific to CBDC, the Federal Reserve established a program of work that aims to (1) carry out policy analysis to provide perspectives on issues articulated in the Board's January 2022 discussion paper; (2) conduct technology research and experimentation to inform potential CBDC designs; and (3) invest in engagement with the public, industry, academia, and the public sector to bring along stakeholders and obtain needed expertise."
6-114,6,114,2023-04-18,Michelle W. Bowman,"Concluding Thoughts: The Potential Future of CBDC in the United States Of course, as the evolution of money and payments continues, it is important for the Federal Reserve to continue looking ahead to anticipate potential changes to money and payments well into the future."
6-115,6,115,2023-04-18,Michelle W. Bowman,"With this in mind, our consideration of other potential innovations to money and payments, including a potential U.S. CBDC, must be viewed through the lens of whether and how the payment system would be improved beyond what instant payment services will achieve."
6-116,6,116,2023-04-18,Michelle W. Bowman,"We should ask ""what current frictions exist or may emerge in the payment system that only a CBDC can solve, or that a CBDC can solve most efficiently?"""
6-117,6,117,2023-04-18,Michelle W. Bowman,"In my view, it is important that the Federal Reserve is a part of the ongoing conversations around CBDCs, whether or not a CBDC is ultimately created in the United States."
6-118,6,118,2023-04-18,Michelle W. Bowman,"As the Federal Reserve continues to monitor developments in other jurisdictions, we will work closely with international counterparts on payments innovation, CBDC, and other related topics."
6-119,6,119,2023-04-18,Michelle W. Bowman,"This includes work with multilateral institutions such as the Bank for International Settlements, the G7, and the Financial Stability Board, as well as bilateral engagements with other central banks."
6-120,6,120,2023-04-18,Michelle W. Bowman,"From my perspective, there could be some promise for wholesale CBDCs in the future for settlement of certain financial market transactions and processing international payments."
6-121,6,121,2023-04-18,Michelle W. Bowman,"When it comes to some of the broader design and policy issues, particularly those around consumer privacy and impacts on the banking system, it is difficult to imagine a world where the tradeoffs between benefits and unintended consequences could justify a direct access CBDC for uses beyond interbank and wholesale transactions."
6-122,6,122,2023-04-18,Michelle W. Bowman,"It is important that we thoughtfully examine the evolving money and payments landscape and digital innovations broadly, including a potential U.S. CBDC."
6-123,6,123,2023-04-18,Michelle W. Bowman,"In addition to understanding international approaches to these issues, the Federal Reserve's research, experimentation, and outreach to stakeholders help us to gain important input and perspective on these issues."
6-124,6,124,2023-04-18,Michelle W. Bowman,"Apart from these ongoing CBDC-related efforts, the Federal Reserve is committed to the successful implementation of FedNow, which is expected to support the broader adoption of instant payments in the U.S., meaningfully evolving and upgrading the U.S. payments infrastructure for consumers and businesses."
6-125,6,125,2023-04-18,Michelle W. Bowman,Thank you for the opportunity to share my thoughts on these important issues.
8-0,8,0,2019-10-16,Lael Brainard,"Technology is driving rapid change in the way we make payments and in the concept of ""money."""
8-1,8,1,2019-10-16,Lael Brainard,"There is a long history of technological advances challenging the prevailing notions of money, from the trading of coins to the use of paper currency, to the electronic debiting and crediting of funds on the accounts of banks."
8-2,8,2,2019-10-16,Lael Brainard,"Today, efforts by global stablecoin networks such as Facebook's Libra to establish the next chapter in the story of money are raising threshold questions about legal and regulatory safeguards, financial stability, and monetary policy."
8-3,8,3,2019-10-16,Lael Brainard,"Because of its potential global reach, Facebook's Libra imparts urgency to the debate over what form money can take, who or what can issue it, and how payments can be recorded and settled."
8-4,8,4,2019-10-16,Lael Brainard,Reassessing Money Money has traditionally served three functions.
8-5,8,5,2019-10-16,Lael Brainard,"Money facilitates payments as a medium of exchange, serves as a store of value that can be relied on for future use, and simplifies transactions by providing a common unit of account to compare the value of goods and services."
8-6,8,6,2019-10-16,Lael Brainard,"A decade ago, Bitcoin was heralded as a new kind of digital money that would address frictions in payments as well as serve as a unit of account and store of value without the need for centralized governance."
8-7,8,7,2019-10-16,Lael Brainard,Bitcoin's emergence created an entirely new payment instrument and asset class exchanged over a set of payment rails supported by distributed ledger technology.
8-8,8,8,2019-10-16,Lael Brainard,"Distributed ledger technology may allow for a shared, tamper-resistant ledger that can be updated by anyone with sufficient computing power, in contrast to traditional recordkeeping systems built on a single ledger managed by a trusted central entity."
8-9,8,9,2019-10-16,Lael Brainard,"But Bitcoin and some other early iterations of cryptocurrencies have exhibited extreme volatility, limited throughput capacity, unpredictable transaction costs, limited or no governance, and limited transparency, which have limited their utility as a means of payment and unit of account."
8-10,8,10,2019-10-16,Lael Brainard,"Stablecoins were designed specifically to overcome the substantial volatility exhibited by first-generation cryptocurrencies, which limits their reach in payments and their utility as a unit of account."
8-11,8,11,2019-10-16,Lael Brainard,"As the name implies, stablecoins aim to maintain stable value by tying the digital currency to an asset or basket of assets, such as commercial bank deposits or government-issued bonds."
8-12,8,12,2019-10-16,Lael Brainard,Stablecoins also differ from the initial set of cryptocurrencies in that they may be issued by a central entity and rely on third-party institutions for some aspects.
8-13,8,13,2019-10-16,Lael Brainard,"Just as any currency's value as a medium of exchange increases with the size of the network using it, so too the power of a stablecoin payment system will depend on its ability to achieve widespread adoption, due to the associated network externalities."
8-14,8,14,2019-10-16,Lael Brainard,"In light of the 2.7 billion active monthly users on Facebook's platforms, the Libra stablecoin project stands out for the speed with which its network could reach global scale in a payment system."
8-15,8,15,2019-10-16,Lael Brainard,"To assess the efforts by stablecoin issuers to provide the three functions of money, it is useful first to consider existing arrangements for the issuance, regulation, and transfer of money."
8-16,8,16,2019-10-16,Lael Brainard,Central bank money and commercial bank money are the foundations of the modern financial system.
8-17,8,17,2019-10-16,Lael Brainard,Central bank money is composed of physical cash and money held in deposits at a central bank.
8-18,8,18,2019-10-16,Lael Brainard,"Central bank money is important for payment systems because it represents a safe settlement asset, allowing users to exchange central bank liabilities with confidence in their acceptance and reliability."
8-19,8,19,2019-10-16,Lael Brainard,"In addition, central banks can play a critical role as providers of liquidity by lending central bank money at moments of stress."
8-20,8,20,2019-10-16,Lael Brainard,Commercial bank money refers to money held in deposits at commercial banks.
8-21,8,21,2019-10-16,Lael Brainard,"It is widely used in part because people are confident that they can convert it on demand to the liability of another commercial bank or the central bank, such as physical cash."
8-22,8,22,2019-10-16,Lael Brainard,"This confidence comes in no small part because bank deposits are insured, and commercial banks are subject to supervision, regulation, and deposit insurance requirements."
8-23,8,23,2019-10-16,Lael Brainard,"Consumers and businesses also use this money in transactions because of its convenience and availability, which in turn expand with the size of the network using this money."
8-24,8,24,2019-10-16,Lael Brainard,Nonbank private money or assets can also facilitate transactions among a network of users.
8-25,8,25,2019-10-16,Lael Brainard,"In some cases, such as airline miles, such assets may have value only within the network."
8-26,8,26,2019-10-16,Lael Brainard,"In other cases, the issuer of an asset within a network may guarantee convertibility to a sovereign currency."
8-27,8,27,2019-10-16,Lael Brainard,Consumers trust that the company issuing such money will be able to honor these liabilities.
8-28,8,28,2019-10-16,Lael Brainard,"Many U.S. consumers have experience with nonbank private money in the form of gift cards, loyalty points, and virtual gaming currencies."
8-29,8,29,2019-10-16,Lael Brainard,"Although many of these are relatively limited in scale and purpose, some nonbank money networks are sizeable."
8-30,8,30,2019-10-16,Lael Brainard,Starbucks reported that it had $1.6 billion in stored value card liabilities as of September 2018—more than the deposits held at many depository institutions.
8-31,8,31,2019-10-16,Lael Brainard,"As the scale and scope of such private networks grow, so too do the convenience and benefit of transacting within the network in a self-reinforcing dynamic, called network externalities."
8-32,8,32,2019-10-16,Lael Brainard,"These network benefits may be augmented by the active use of network data for a host of purposes, from allocating and pricing credit to sharing reviews to prioritizing information that is pushed to users."
8-33,8,33,2019-10-16,Lael Brainard,"In China, consumers and businesses participate in two mobile networks, Alipay and WeChatPay, which by some accounts handled more than $37 trillion in mobile payments last year."
8-34,8,34,2019-10-16,Lael Brainard,"These networks operate within China based on the renminbi as the unit of account, and balances are transferable in and out of bank or credit card accounts."
8-35,8,35,2019-10-16,Lael Brainard,Stablecoins with Global Scale and Scope Stablecoins may resemble private nonbank liabilities depending on their design and claim structure.
8-36,8,36,2019-10-16,Lael Brainard,Stablecoins aspire to achieve the functions of traditional money without relying on confidence in an issuer—such as a central bank—to stand behind the money.
8-37,8,37,2019-10-16,Lael Brainard,"Indeed, for some potential stablecoins, a close assessment suggests users may have no rights with respect to the underlying assets or the system overall."
8-38,8,38,2019-10-16,Lael Brainard,"We have seen the growth of massive payments networks on existing digital platforms, such as Alibaba and WeChat, and the issuance of stablecoins on a smaller scale, such as Tether, Gemini, and Paxos."
